title,date,category,target,detail_url,image_url,month_param,detail_title,detail_category,description,date_period,time_main,time_note,detail_target,detail_price,facilities,organizer,official_url,detail_image_url
家具メッセバザールin幕張メッセ,2021.03.19(金) 〜 2021.03.21(日),即売会,一般,https://www.m-messe.co.jp/event/detail/6527,https://www.m-messe.co.jp/static/images/event/noimage_cat5.jpg,202103,家具メッセバザールin幕張メッセ,即売会,"国内最大級6,800㎡に家具、インテリアが大集合。リビング、ダイニング、ベッドはもちろんカーテン、新作家具や新型デスク多数展示。人気のアウトレットコーナーは毎日商品を入替えております。",2021年3月19日(金)～2021年3月21日(日),10:00～18:00,3月20日のみ 10:00～19:00※緊急事態宣言延長等に伴う変更の可能性あり,,,['国際展示場 展示ホール5'],株式会社かねたや家具店,https://www.kanetaya.com,
"[Alexandros] 10th ANNIVERSARY LIVE at 国立代々木競技場 第一体育館 ""Where's My Yoyogi?""振替公演",2021.03.20(土) 〜 2021.03.21(日),音楽イベント,一般,https://www.m-messe.co.jp/event/detail/6557,https://www.m-messe.co.jp/saved/images/event/20/65/7d5b43321287e70ac11f93de97e0c000a1f22065.jpg,202103,"[Alexandros] 10th ANNIVERSARY LIVE at 国立代々木競技場 第一体育館 ""Where's My Yoyogi?""振替公演",音楽イベント,[Alexandros]コンサート,2021年3月20日(土・祝)～2021年3月21日(日),,OPEN 16:00 / START 17:00 / 終演 20:00予定,,,['国際展示場 展示ホール9〜11'],"ライブマスターズ株式会社
株式会社ディスクガレージ",https://alexandros.jp/,https://www.m-messe.co.jp/cache/images/event/20/65/7d5b43321287e70ac11f93de97e0c000a1f22065.1200x1200.none.jpg
千葉工業大学 学位記授与式,2021.03.22(月),その他,関係者,https://www.m-messe.co.jp/event/detail/6513,https://www.m-messe.co.jp/static/images/event/noimage_cat6.jpg,202103,千葉工業大学 学位記授与式,その他,令和2年度 学位記授与式,2021年3月22日(月),14:00～17:00,学位記授与式(会場:イベントホール),関係者,入場無料,"['国際展示場 展示ホール3〜4', '幕張イベントホール']",千葉工業大学,https://www.it-chiba.ac.jp/,
令和3年(2021年)度神田外語大学入学式,2021.04.01(木),イベント,関係者,https://www.m-messe.co.jp/event/detail/6555,https://www.m-messe.co.jp/static/images/event/noimage_cat1.jpg,202104,令和3年(2021年)度神田外語大学入学式,イベント,令和3年(2021年)度神田外語大学入学式の挙行,2021年4月1日(木),,https://www.kandagaigo.ac.jp/kuis/news/131175/,関係者,無料,"['国際会議場 コンベンションホール,中会議室201他', '幕張イベントホール']",神田外語大学,https://www.kandagaigo.ac.jp/kuis/,
ジャパンキャンピングカーショー2021,2021.04.02(金) 〜 2021.04.04(日),イベント,一般,https://www.m-messe.co.jp/event/detail/6458,https://www.m-messe.co.jp/static/images/event/noimage_cat1.jpg,202104,ジャパンキャンピングカーショー2021,イベント,キャンピングカーの展示・キャンピングカーに関わるアウトドアやお出掛け先の情報・物販等,2021年4月2日(金)～2021年4月4日(日),,4/2(金) 11:00-19:004/3(土) 10:00-19:004/4(日) 10:00-18:00,,,['国際展示場 展示ホール4〜6'],ジャパンキャンピングカーショー2021実行委員会/テレビ朝日/BS朝日,https://jrva-event.com/jccs/,
【開催中止】第15回エクステリア×ガーデンエキシビション2021,2021.04.09(金) 〜 2021.04.10(土),イベント,関係者、一般,https://www.m-messe.co.jp/event/detail/6558,https://www.m-messe.co.jp/static/images/event/noimage_cat1.jpg,202104,【開催中止】第15回エクステリア×ガーデンエキシビション2021,イベント,開催は中止になりました。詳細はイベントHPをご確認ください。,2021年4月9日(金)～2021年4月10日(土),,【開催中止】,関係者,無料,['国際展示場 展示ホール4〜5'],エクステリア×ガーデンエキシビション2021実行委員会,http://www.ex-exhibition.jp/,
AUTOMOBILE COUNCIL 2021,2021.04.09(金) 〜 2021.04.11(日),イベント,一般,https://www.m-messe.co.jp/event/detail/6523,https://www.m-messe.co.jp/saved/images/event/31/38/9230c5d0811bbe889fd4fb9303a3f32281e03138.png,202104,AUTOMOBILE COUNCIL 2021,イベント,メーカーによる新型車・そのヘリテージカーの展示ヘリテージカーの展示販売自動車関連商品の展示販売オーナーズクラブ・ヘリテージカーイベントのご案内サプライヤー・スポンサーの商品展示,2021年4月9日(金)～2021年4月11日(日),09:00～17:00,,,,['国際展示場 展示ホール10〜11'],AUTOMOBILE COUNCIL 2021 実行委員会,https://automobile-council.com/events/ac2021/,https://www.m-messe.co.jp/cache/images/event/31/38/9230c5d0811bbe889fd4fb9303a3f32281e03138.1200x1200.none.png
2021 いずみ住まいのグランドフェア,2021.04.10(土) 〜 2021.04.11(日),展示会・見本市,関係者,https://www.m-messe.co.jp/event/detail/6526,https://www.m-messe.co.jp/static/images/event/noimage_cat3.jpg,202104,2021 いずみ住まいのグランドフェア,展示会・見本市,住宅設備機器の展示、商談、即売会,2021年4月10日(土)～2021年4月11日(日),13:00～16:00,,関係者,無料,['国際展示場 展示ホール1'],株式会社 小泉東関東,,
Interop Tokyo 2021,2021.04.14(水) 〜 2021.04.16(金),展示会・見本市,一般,https://www.m-messe.co.jp/event/detail/6525,https://www.m-messe.co.jp/saved/images/event/3d/ac/b350bf41a4a6acfd7f4df2734b61c3807e693dac.png,202104,Interop Tokyo 2021,展示会・見本市,クラウドサービス、セキュリティ、サーバー・ストレージ、マネジメント&モニタリング&テスティング、ファシリティ、キャリア/ISPネットワーキング、SDI/NFV、その他ICT関連製品/サービスなど,2021年4月14日(水)～2021年4月16日(金),,14日(水)10:00～18:0015日(木) 10:00～18:0016日(金)10:00～17:00,,,['国際展示場 展示ホール3〜6'],Interop Tokyo 実行委員会,https://www.interop.jp/,https://www.m-messe.co.jp/cache/images/event/3d/ac/b350bf41a4a6acfd7f4df2734b61c3807e693dac.1200x1200.none.png
デジタルサイネージジャパン2021,2021.04.14(水) 〜 2021.04.16(金),展示会・見本市,一般,https://www.m-messe.co.jp/event/detail/6544,https://www.m-messe.co.jp/saved/images/event/00/d7/75d973ebde46db24d2692fca67af629cb7fb00d7.png,202104,デジタルサイネージジャパン2021,展示会・見本市,・コンテンツ作成/ 配信サービス、関連製品・デジタルマーケティング関連サービス、製品・デジタル販促関連サービス、製品・多言語対応関連サービス、製品,2021年4月14日(水)～2021年4月16日(金),,14日(水)10:00～18:0015日(木) 10:00～18:0016日(金)10:00～17:00,,,"['国際展示場 展示ホール3〜6', '国際会議場']",デジタルサイネージジャパン実行委員会,https://www.f2ff.jp/dsj/,https://www.m-messe.co.jp/cache/images/event/00/d7/75d973ebde46db24d2692fca67af629cb7fb00d7.1200x1200.none.png
ロケーション ビジネス ジャパン2021,2021.04.14(水) 〜 2021.04.16(金),展示会・見本市,一般,https://www.m-messe.co.jp/event/detail/6545,https://www.m-messe.co.jp/saved/images/event/37/2c/839c15add8ffe3d723f9b74c0bfb96693eb2372c.png,202104,ロケーション ビジネス ジャパン2021,展示会・見本市,屋内測位技術、ドローン、リモートセンシング、基盤地図、IoT、自動運転、ナビ、産業向け製造工程管理、GIS、LiDAR、MaaS、エッジコンピューティング/エッジAI,2021年4月14日(水)～2021年4月16日(金),,14日(水)10:00～18:0015日(木) 10:00～18:0016日(金)10:00～17:00,,,"['国際展示場 展示ホール3〜6', '国際会議場']",ロケーションビジネスジャパン実行委員会,https://www.f2ff.jp/lbj/,https://www.m-messe.co.jp/cache/images/event/37/2c/839c15add8ffe3d723f9b74c0bfb96693eb2372c.1200x1200.none.png
APPS JAPAN(アプリジャパン)2021,2021.04.14(水) 〜 2021.04.16(金),展示会・見本市,一般,https://www.m-messe.co.jp/event/detail/6550,https://www.m-messe.co.jp/saved/images/event/df/d9/59c87a3dc8fafc9c5bf6ce4b1e1804c058dedfd9.png,202104,APPS JAPAN(アプリジャパン)2021,展示会・見本市,アプリ検証/アプリ広告/VR/BaaS/SDK/API提供/スマートフォン・タブレット/ウエアラブルデバイス/デジタルサイネージ・スマートテレビ/自動車・自動運転技術/ロボット/AI・機械学習など,2021年4月14日(水)～2021年4月16日(金),,14日(水)10:00～18:0015日(木) 10:00～18:0016日(金)10:00～17:00,,,"['国際展示場 展示ホール3〜6', '国際会議場']",APPS JAPAN 実行委員会,https://www.f2ff.jp/apps-japan/,https://www.m-messe.co.jp/cache/images/event/df/d9/59c87a3dc8fafc9c5bf6ce4b1e1804c058dedfd9.1200x1200.none.png
家具メッセバザールin幕張メッセ,2021.04.16(金) 〜 2021.04.18(日),即売会,一般,https://www.m-messe.co.jp/event/detail/6576,https://www.m-messe.co.jp/static/images/event/noimage_cat5.jpg,202104,家具メッセバザールin幕張メッセ,即売会,"国内最大級6,800㎡に家具、インテリアが大集合。リビング、ダイニング、ベッドはもちろんオーダーカーテン、新作家具など多数展示。人気のアウトレットコーナーは毎日商品を入れ替えております。",2021年4月16日(金)～2021年4月18日(日),10:00～18:00,2日目のみ10:00-19:00予定,,,['国際展示場 展示ホール1'],株式会社かねたや家具店,https://www.kanetaya.com,
大学入試・入学説明会幕張会場/進路相談会幕張会場,2021.04.28(水),イベント,一般,https://www.m-messe.co.jp/event/detail/6538,https://www.m-messe.co.jp/static/images/event/noimage_cat1.jpg,202104,大学入試・入学説明会幕張会場/進路相談会幕張会場,イベント,進路相談会上級学校が多数参加!入試についてはもちろん、学び・資格・就職についてなど積極的に質問しましょう!,2021年4月28日(水),14:30～18:30,,,,"['国際会議場 コンベンションホール,国際会議室']",株式会社ライセンスアカデミー,https://shinronavi.com/,
"あんさんぶるスターズ!DREAM LIVE - 5th Tour “Stargazer"" -",2021.04.29(木) 〜 2021.05.01(土),音楽イベント,一般,https://www.m-messe.co.jp/event/detail/6533,https://www.m-messe.co.jp/static/images/event/noimage_cat2.jpg,202104,"あんさんぶるスターズ!DREAM LIVE - 5th Tour “Stargazer"" -",音楽イベント,VRライブ,2021年4月29日(木・祝)～2021年5月1日(土),,4月29日(木) ALBA開場 08:00/開演 09:00開場 13:00/開演 14:00開場 17:30/開演 18:304月30日(金) SERATA開場 10:00/開演 11:00開場 15:30/開演 16:305月1日(土) SERATA開場 09:30/開演 10:30開場 15:00/開演 16:00,,,['国際展示場 展示ホール7〜8'],スタライ製作委員会, http://stars-dreamlive.com/,
"あんさんぶるスターズ!DREAM LIVE - 5th Tour “Stargazer"" -",2021.04.29(木) 〜 2021.05.01(土),音楽イベント,一般,https://www.m-messe.co.jp/event/detail/6533,https://www.m-messe.co.jp/static/images/event/noimage_cat2.jpg,202105,"あんさんぶるスターズ!DREAM LIVE - 5th Tour “Stargazer"" -",音楽イベント,VRライブ,2021年4月29日(木・祝)～2021年5月1日(土),,4月29日(木) ALBA開場 08:00/開演 09:00開場 13:00/開演 14:00開場 17:30/開演 18:304月30日(金) SERATA開場 10:00/開演 11:00開場 15:30/開演 16:305月1日(土) SERATA開場 09:30/開演 10:30開場 15:00/開演 16:00,,,['国際展示場 展示ホール7〜8'],スタライ製作委員会, http://stars-dreamlive.com/,
大橋彩香 ワンマンライブ 2021,2021.05.01(土),音楽イベント,一般,https://www.m-messe.co.jp/event/detail/6543,https://www.m-messe.co.jp/static/images/event/noimage_cat2.jpg,202105,大橋彩香 ワンマンライブ 2021,音楽イベント,音楽コンサート,2021年5月1日(土),17:30～,,,,['幕張イベントホール'],ホリプロインターナショナル,https://ohashiayaka.com/,
住まいのリフォーム博,2021.05.02(日) 〜 2021.05.05(水),展示会・見本市,一般,https://www.m-messe.co.jp/event/detail/6566,https://www.m-messe.co.jp/static/images/event/noimage_cat3.jpg,202105,住まいのリフォーム博,展示会・見本市,リフォームのすべてがわかる4日間ここでしか聞けない専門家によるセミナーの開催、快適住宅設備の展示や実例のご紹介など。リフォームのお悩みを解決致します。,2021年5月2日(日)～2021年5月5日(水・祝),10:00～17:00,,,,['国際会議場 国際会議室'],住友不動産株式会社,https://www.sokkuri3.com/lp/202105m-messe_event/,
第3回建設・測量生産性向上展CSPI-EXPO2021,2021.05.12(水) 〜 2021.05.14(金),展示会・見本市,その他,https://www.m-messe.co.jp/event/detail/6560,https://www.m-messe.co.jp/static/images/event/noimage_cat3.jpg,202105,第3回建設・測量生産性向上展CSPI-EXPO2021,展示会・見本市,建機・重機・測量機器・ドローン・ソフトウェア・建設技術など次世代を担う最先端技術を一堂に集結させ、業界全体の課題である生産性向上はもちろん、業界の未来に繋げる専門展示会,2021年5月12日(水)～2021年5月14日(金),10:00～17:00,最終日14日のみ16:00まで,関係者,登録者無料,['国際展示場 展示ホール1〜3'],建設・測量生産性向上展 実行委員会,https://cspi-expo.com/,
ずっと真夜中でいいのに。,2021.05.15(土) 〜 2021.05.16(日),イベント,一般,https://www.m-messe.co.jp/event/detail/6573,https://www.m-messe.co.jp/saved/images/event/30/bf/f34c5305f9512d4b1e570ef82f50ea3b432d30bf.jpg,202105,ずっと真夜中でいいのに。,イベント,CLEANING LABO「温れ落ち度」,2021年5月15日(土)～2021年5月16日(日),,2021年5月15日(土)<1st>OPEN11:30/START13:00<2nd>OPEN16:30/START18:002021年5月16日(日)<1st>OPEN11:00/START12:30<2nd>OPEN16:00/START17:30,,,['幕張イベントホール'],株式会社ホットスタッフ・プロモーション,https://www.red-hot.ne.jp,https://www.m-messe.co.jp/cache/images/event/30/bf/f34c5305f9512d4b1e570ef82f50ea3b432d30bf.1200x1200.none.jpg
【開催延期】ももいろクローバーZ 13周年記念コンサート ～再び、その先へ～,2021.05.16(日),音楽イベント,一般,https://www.m-messe.co.jp/event/detail/6592,https://www.m-messe.co.jp/saved/images/event/17/03/adf51efa623a68139390d6041aa9cd6794801703.jpg,202105,【開催延期】ももいろクローバーZ 13周年記念コンサート ～再び、その先へ～,音楽イベント,【開催延期】詳細はイベントHPをご確認ください。,2021年5月16日(日),,【開催延期】,,,['国際展示場 展示ホール2〜3'],スターダストプロモーション,https://www.momoclo.net/,https://www.m-messe.co.jp/cache/images/event/17/03/adf51efa623a68139390d6041aa9cd6794801703.1200x1200.none.jpg
家具メッセバザールin幕張メッセ,2021.05.28(金) 〜 2021.05.30(日),即売会,一般,https://www.m-messe.co.jp/event/detail/6565,https://www.m-messe.co.jp/static/images/event/noimage_cat5.jpg,202105,家具メッセバザールin幕張メッセ,即売会,国内最大級6.800㎡に家具、インテリアが大集合。リビング、ダイニング、ベッドはもちろんカーテン、新作家具など多数展示。人気のアウトレットコーナーは毎日商品を入替えております。,2021年5月28日(金)～2021年5月30日(日),,28日(金)AM10:00～PM6:0029日(土)AM10:00～PM7:0030日(日)AM10:00～PM6:00※緊急事態宣言等の影響により変更の可能性あり,,,['国際展示場 展示ホール8'],株式会社かねたや家具店,https://www.kanetaya.com,
Japan Drone 2021-Expo for Commercial UAS Market-,2021.06.14(月) 〜 2021.06.16(水),展示会・見本市,一般,https://www.m-messe.co.jp/event/detail/6590,https://www.m-messe.co.jp/static/images/event/noimage_cat3.jpg,202106,Japan Drone 2021-Expo for Commercial UAS Market-,展示会・見本市,ドローンに関する製品・サービス/システムが一堂に集まる国際展示会&コンファレンス,2021年6月14日(月)～2021年6月16日(水),10:00～17:00,,,,"['国際展示場 展示ホール8', '国際会議場 国際会議室,中会議室201']",一般社団法人日本UAS産業振興協議会(JUIDA),https://ssl.japan-drone.com/,
千葉市ドローン産業セミナー,2021.06.16(水),イベント,関係者、その他,https://www.m-messe.co.jp/event/detail/6591,https://www.m-messe.co.jp/static/images/event/noimage_cat1.jpg,202106,千葉市ドローン産業セミナー,イベント,国内ドローン研究の第一人者である野波健蔵氏の基調講演のほか、楽天グループ株式会社などによる千葉市における各分野でのドローン活用事例をご紹介,2021年6月16日(水),14:00～16:30,開場13:30,関係者,無料,['国際会議場 中会議室301'],千葉市,https://www.city.chiba.jp/sogoseisaku/miraitoshi/tokku/drone_seminar.html,
仕事研究&インターンシップフェア 千葉会場,2021.06.20(日),イベント,一般,https://www.m-messe.co.jp/event/detail/6584,https://www.m-messe.co.jp/saved/images/event/5a/72/2884e233ee89d9cc0e22650c65c8bd3b2c1e5a72.png,202106,仕事研究&インターンシップフェア 千葉会場,イベント,インターンシップ・ワンデー仕事体験を開催する企業が全国から集結する合同説明会です。様々な業界から多数の企業が出展するので、話を聞く中で自分に合うインターンシップやワンデー仕事体験を探すことができます。,2021年6月20日(日),12:00～17:15,【完全予約制・2部制】<1部>12:00～14:30<2部>14:45～17:15,,,['国際展示場 展示ホール8'],株式会社マイナビ,https://job.mynavi.jp/conts/event/2023/6081/index.html,https://www.m-messe.co.jp/cache/images/event/5a/72/2884e233ee89d9cc0e22650c65c8bd3b2c1e5a72.1200x1200.none.png
第37回日本DDS学会学術集会,2021.06.29(火) 〜 2021.06.30(水),学会・会議,関係者,https://www.m-messe.co.jp/event/detail/6589,https://www.m-messe.co.jp/static/images/event/noimage_cat4.jpg,202106,第37回日本DDS学会学術集会,学会・会議,大会テーマを「科学技術が拓くDDS」として、第37回日本DDS学会学術集会を開催致します。,2021年6月29日(火)～2021年6月30日(水),09:00～17:00,,関係者,大会参加費,"['国際会議場 コンベンションホール,103']",東京慈恵会医科大学 医用エンジニアリング研究部 横山昌幸,https://www.procomu.jp/dds2021/gakkai.html,
【開催中止】Wonder Festival 2021[秋],2021.09.20(月),イベント,一般,https://www.m-messe.co.jp/event/detail/6594,https://www.m-messe.co.jp/saved/images/event/cf/54/77da47ffda755b6d8b4b4c2d34704b590a5ccf54.jpg,202109,【開催中止】Wonder Festival 2021[秋],イベント,【開催中止】詳細はイベントHPをご確認ください。,2021年9月20日(月・祝),10:00～17:00,【開催中止】,,,['国際展示場 展示ホール1〜8'],株式会社海洋堂,https://wonfes.jp/,https://www.m-messe.co.jp/cache/images/event/cf/54/77da47ffda755b6d8b4b4c2d34704b590a5ccf54.1200x1200.none.jpg
【開催中止】2021 千葉県私学フェア,2021.09.20(月),イベント,関係者、一般、その他,https://www.m-messe.co.jp/event/detail/6664,https://www.m-messe.co.jp/static/images/event/noimage_cat1.jpg,202109,【開催中止】2021 千葉県私学フェア,イベント,【開催中止】,2021年9月20日(月・祝),10:00～16:00,,関係者,無料,"['国際会議場 コンベンションホール,国際会議室,中会議室201']",(一般社団法人)千葉県私立中学高等学校協会,https://chibashigaku.jp/,
第5回QST国際シンポジウム「原子力災害における世界の緊急時モニタリング及び被ばく医療の現状と将来展望」,2021.09.21(火) 〜 2021.09.22(水),学会・会議,その他,https://www.m-messe.co.jp/event/detail/6665,https://www.m-messe.co.jp/static/images/event/noimage_cat4.jpg,202109,第5回QST国際シンポジウム「原子力災害における世界の緊急時モニタリング及び被ばく医療の現状と将来展望」,学会・会議,本シンポジウムでは、各国の主要な放射線/核事故での緊急時準備と対応の最新情報、経験について意見交換し、関連する課題を議論する。,2021年9月21日(火)～2021年9月22日(水),09:30～17:00,初日は9:30～10:00登録時間 10:00開会2日目は10:30開始,関係者,無料,"['国際会議場 コンベンションホール,会議室213、214、215、216']",国立研究開発法人量子科学技術研究開発機構,https://www.qst.go.jp/site/qms/event210921.html,
令和3年度千葉県医薬品登録販売者試験,2021.09.23(木),その他,関係者,https://www.m-messe.co.jp/event/detail/6597,https://www.m-messe.co.jp/static/images/event/noimage_cat6.jpg,202109,令和3年度千葉県医薬品登録販売者試験,その他,試験,2021年9月23日(木・祝),08:30～15:30,,関係者,試験手数料(事前徴収済み),['国際展示場 展示ホール9〜11'],千葉県健康福祉部薬務課,https://www.pref.chiba.lg.jp/yakumu/hanbaishashiken/r3-hannbaisyasiken.html,
住まいのリフォーム博,2021.09.25(土) 〜 2021.09.26(日),展示会・見本市,一般,https://www.m-messe.co.jp/event/detail/6666,https://www.m-messe.co.jp/static/images/event/noimage_cat3.jpg,202109,住まいのリフォーム博,展示会・見本市,戸建てリフォーム、マンションリフォームの展示・商談会構造模型の展示やここでしか聞けないリフォームセミナーを開催。快適住宅設備の展示や実例紹介の展示。リフォームのお悩みを解決致します。,2021年9月25日(土)～2021年9月26日(日),10:00～17:00,,,,['国際会議場 国際会議室'],住友不動産株式会社,,
家具メッセバザールin幕張メッセ,2021.10.01(金) 〜 2021.10.03(日),即売会,一般,https://www.m-messe.co.jp/event/detail/6611,https://www.m-messe.co.jp/saved/images/event/fd/ba/cfe5107ba023e10737be8b9c4ae4bde9e944fdba.jpg,202110,家具メッセバザールin幕張メッセ,即売会,参加メーカー70社以上日本最大級の家具バザール。国内最低価格保証、長期1年間お預かりなどお得な会場特典盛りだくさんのビッグイベントです。,2021年10月1日(金)～2021年10月3日(日),,初日10:00～18:002日目10:00～19:003日目10:00～18:00緊急事態宣言等の影響により開催時間変更の可能性あり,,,['国際展示場 展示ホール4〜5'],株式会社かねたや家具店,https://www.kanetaya.com,https://www.m-messe.co.jp/cache/images/event/fd/ba/cfe5107ba023e10737be8b9c4ae4bde9e944fdba.1200x1200.none.jpg
第57回 JAPAN DIY HOMECENTER SHOW 2021,2021.10.07(木) 〜 2021.10.09(土),イベント,関係者,https://www.m-messe.co.jp/event/detail/6602,https://www.m-messe.co.jp/static/images/event/noimage_cat1.jpg,202110,第57回 JAPAN DIY HOMECENTER SHOW 2021,イベント,大工道具、金物、補修材、塗料・塗装用品、インテリア・収納用品、エクステリア、日用消耗品、カー用品、ペット用品、リフォーム関連他、ホームセンターで扱う幅広い商品を一堂に集める住生活に関する総合展示会,2021年10月7日(木)～2021年10月9日(土),09:30～17:00,最終日(9日)は16:00まで,関係者,無料,['国際展示場 展示ホール4〜6'],一般社団法人日本DIY・ホームセンター協会,https://www.diy-show.jp/,
ワキタグループ ジャンボフェアー 2021㏌幕張,2021.10.08(金) 〜 2021.10.09(土),イベント,関係者、一般,https://www.m-messe.co.jp/event/detail/6603,https://www.m-messe.co.jp/static/images/event/noimage_cat1.jpg,202110,ワキタグループ ジャンボフェアー 2021㏌幕張,イベント,建設機械即売会,2021年10月8日(金)～2021年10月9日(土),,10月8日(金)10:00～17:0010月9日(土)10:00～16:00,関係者,0円,['国際展示場 展示ホール3'],株式会社ワキタ,http://www.wakita.co.jp/,
令和3年度千葉県私学振興大会～私学教育を考える集い～,2021.10.09(土),その他,関係者、その他,https://www.m-messe.co.jp/event/detail/6669,https://www.m-messe.co.jp/static/images/event/noimage_cat6.jpg,202110,令和3年度千葉県私学振興大会～私学教育を考える集い～,その他,千葉県私学の困窮を広く県民に訴えるとともに、なお一層の私立学校教育振興をはかるための大会。,2021年10月9日(土),14:00～16:00,,関係者,無料,['国際会議場 コンベンションホール'],(一般社団法人)千葉県私立中学高等学校協会,https://chibashigaku.jp/,
ハルカミライ ヨーロー劇場2021 - 赤青緑で白い幕 -,2021.10.09(土),音楽イベント,一般,https://www.m-messe.co.jp/event/detail/6605,https://www.m-messe.co.jp/saved/images/event/5f/31/ed315681917f5491260da87ac61f75a49ce65f31.jpg,202110,ハルカミライ ヨーロー劇場2021 - 赤青緑で白い幕 -,音楽イベント,ハルカミライ ワンマンライブ,2021年10月9日(土),17:00～19:30,,,,['国際展示場 展示ホール9〜11'],HOT STUFF PROMOTION,https://www.harukamirai.com/,https://www.m-messe.co.jp/cache/images/event/5f/31/ed315681917f5491260da87ac61f75a49ce65f31.1200x1200.none.jpg
ラブライブ!虹ヶ咲学園スクールアイドル同好会UNIT LIVE & FAN MEETING vol.2 QU4RTZ ～Sweet Cafe～,2021.10.09(土) 〜 2021.10.10(日),イベント,一般,https://www.m-messe.co.jp/event/detail/6678,https://www.m-messe.co.jp/static/images/event/noimage_cat1.jpg,202110,ラブライブ!虹ヶ咲学園スクールアイドル同好会UNIT LIVE & FAN MEETING vol.2 QU4RTZ ～Sweet Cafe～,イベント,出演:QU4RTZ/相良茉優(中須かすみ役)/鬼頭明里(近江彼方役)/指出毬亜(エマ・ヴェルデ役)/田中ちえ美(天王寺璃奈役),2021年10月9日(土)～2021年10月10日(日),,DAY.1: 2021年10月9日(土) 開場 17:00 / 開演 18:00DAY.2: 2021年10月10日(日) 開場 15:00 / 開演 16:00,,,['幕張イベントホール'],プロジェクトラブライブ!虹ヶ咲学園スクールアイドル同好会,https://www.lovelive-anime.jp/nijigasaki/sp_unitlive.php,
10月10日 仕事研究&インターンシップフェア 幕張会場,2021.10.10(日),イベント,一般,https://www.m-messe.co.jp/event/detail/6733,https://www.m-messe.co.jp/saved/images/event/3e/08/18488734ac4d1f92ffc2c019939db4faa5813e08.png,202110,10月10日 仕事研究&インターンシップフェア 幕張会場,イベント,当イベントはインターンシップ・ワンデー仕事体験を開催する企業が全国から集結する合同説明会です。様々な業界から多数の企業が出展するので、自分に合うインターンシップやワンデー仕事体験を探すことができます。,2021年10月10日(日),13:00～17:00,オープニングスクールは12:00から開始です。(別途要予約),,,['国際展示場 展示ホール6'],株式会社マイナビ,https://job.mynavi.jp/conts/event/2023/6193/index.html,https://www.m-messe.co.jp/cache/images/event/3e/08/18488734ac4d1f92ffc2c019939db4faa5813e08.1200x1200.none.png
【オンライン開催】日本認知・行動療法学会第47回大会,2021.10.10(日) 〜 2021.10.11(月),学会・会議,関係者,https://www.m-messe.co.jp/event/detail/6670,https://www.m-messe.co.jp/static/images/event/noimage_cat4.jpg,202110,【オンライン開催】日本認知・行動療法学会第47回大会,学会・会議,【オンライン開催】日本認知・行動療法学会年次大会,2021年10月10日(日)～2021年10月11日(月),08:30～17:00,,関係者,入場料はかかりません,"['国際会議場 中会議室201,中会議室301,小会議室202・203・204・205']",一般社団法人 日本認知・行動療法学会 理事会,https://www.pac-mice.jp/jabct2021/index.html,
第15回 【国際】 ガーデン EXPO (GARDEX),2021.10.13(水) 〜 2021.10.15(金),展示会・見本市,関係者,https://www.m-messe.co.jp/event/detail/6625,https://www.m-messe.co.jp/saved/images/event/b0/73/5c7135bd0204fb9bc18fb07c309f2e73bb5db073.jpg,202110,第15回 【国際】 ガーデン EXPO (GARDEX),展示会・見本市,園芸・アウトドア・空間デザインに関する商材が出展される商談展です。全国のホームセンター、小売店、量販店、卸商などの流通関係者や、造園業者、設計・施工業者など様々な業種の方との商談が活発に行われます。,2021年10月13日(水)～2021年10月15日(金),10:00～17:00,,関係者,"有料\5,000/人(招待券持参者無料)",['国際展示場 展示ホール4〜5'],RX Japan株式会社,https://www.gardex.jp/ja-jp.html,https://www.m-messe.co.jp/cache/images/event/b0/73/5c7135bd0204fb9bc18fb07c309f2e73bb5db073.1200x1200.none.jpg
第11回 ツールジャパン,2021.10.13(水) 〜 2021.10.15(金),展示会・見本市,関係者,https://www.m-messe.co.jp/event/detail/6626,https://www.m-messe.co.jp/saved/images/event/8e/9f/ed6ea251603b4869b7411be4f7ad2f833a698e9f.jpg,202110,第11回 ツールジャパン,展示会・見本市,建築・大工・整備・園芸に関する道具や工具、作業用品が一堂に集まる、日本最大級の国際見本市です。工具店、ホームセンターや園芸店、金物店などの小売店や卸売業者はもちろん、プロユーザーも多数来場します。,2021年10月13日(水)～2021年10月15日(金),10:00～17:00,,関係者,"有料\5,000/人(招待券持参者無料)",['国際展示場 展示ホール4〜5'],RX Japan株式会社,https://www.tooljapan.jp/ja-jp.html,https://www.m-messe.co.jp/cache/images/event/8e/9f/ed6ea251603b4869b7411be4f7ad2f833a698e9f.1200x1200.none.jpg
第11回 農業Week,2021.10.13(水) 〜 2021.10.15(金),展示会・見本市,関係者,https://www.m-messe.co.jp/event/detail/6627,https://www.m-messe.co.jp/saved/images/event/ae/2e/6e7299e6aa2d286ecdf014748fde19d28a5fae2e.jpg,202110,第11回 農業Week,展示会・見本市,農業生産に関するあらゆる資材・技術・サービスが一堂に出展する国際見本市。全国から来場する農業法人や農協、新規参入を目指す企業と出展社との間で、多くの商談が行われます。,2021年10月13日(水)～2021年10月15日(金),10:00～17:00,,関係者,"有料\5,000/人(招待券持参者無料)",['国際展示場 展示ホール6〜8'],RX Japan株式会社,https://www.agriexpo-tokyo.jp/ja-jp.html,https://www.m-messe.co.jp/cache/images/event/ae/2e/6e7299e6aa2d286ecdf014748fde19d28a5fae2e.1200x1200.none.jpg
