日付,時間,合計,男性,女性,20代,30代,40代,50代,60代,70歳以上,居住者,勤務者,来街者,平均男性,平均女性,平均20代,平均30代,平均40代,平均50代,平均60代,平均70歳以上,平均居住者,平均勤務者,平均来街者
2024-10-23,14時半,319,225,94,89,94,105,0,31,0,0,125,194,225,94,89,94,105,0,31,0,0,125,194
2024-10-23,15時,230,136,94,0,94,105,0,31,0,0,125,105,136,94,0,94,105,0,31,0,0,125,105
2024-10-23,15時半,226,132,94,0,94,100,0,31,0,0,125,100,132,94,0,94,100,0,31,0,0,125,100
2024-10-23,16時,269,175,94,0,160,51,27,31,0,0,125,144,175,94,0,160,51,27,31,0,0,125,144
2024-10-23,16時半,238,144,94,0,160,51,27,0,0,0,94,144,144,94,0,160,51,27,0,0,0,94,144
2024-10-23,17時,371,277,94,111,160,100,0,0,0,0,205,166,277,94,111,160,100,0,0,0,0,205,166
2024-10-23,17時半,260,166,94,0,160,100,0,0,0,0,94,166,166,94,0,160,100,0,0,0,0,94,166
2024-10-23,18時,274,78,196,196,0,51,27,0,0,0,0,274,78,196,196,0,51,27,0,0,0,0,274
2024-10-23,18時半,399,203,196,196,63,47,59,0,31,0,0,400,203,196,196,63,47,59,0,31,0,0,400
2024-10-23,19時,318,122,196,196,63,0,27,0,31,0,0,319,122,196,196,63,0,27,0,31,0,0,319
2024-10-23,19時半,318,122,196,196,63,0,27,0,31,0,0,319,122,196,196,63,0,27,0,31,0,0,319
2024-10-23,20時,112,112,0,0,63,0,27,0,22,0,0,112,112,0,0,63,0,27,0,22,0,0,112
2024-10-23,20時半,85,85,0,0,63,0,0,0,22,0,0,85,85,0,0,63,0,0,0,22,0,0,85
2024-10-23,21時,107,85,22,0,63,0,0,22,22,0,0,108,85,22,0,63,0,0,22,22,0,0,108
2024-10-23,21時半,107,85,22,0,63,0,0,22,22,0,0,108,85,22,0,63,0,0,22,22,0,0,108
2024-10-23,22時,44,22,22,0,0,0,0,22,22,0,0,44,22,22,0,0,0,0,22,22,0,0,44
2024-10-23,22時半,125,125,0,0,55,48,0,0,22,0,0,125,125,0,0,55,48,0,0,22,0,0,125
2024-10-23,23時,77,77,0,0,55,0,0,0,22,0,0,77,77,0,0,55,0,0,0,22,0,0,77
2024-10-23,23時半,77,77,0,0,55,0,0,0,22,0,0,77,77,0,0,55,0,0,0,22,0,0,77
2024-10-23,24時,22,22,0,0,0,0,0,0,22,0,0,22,22,0,0,0,0,0,0,22,0,0,22
2024-10-23,24時半,22,22,0,0,0,0,0,0,22,0,0,22,22,0,0,0,0,0,0,22,0,0,22
2024-10-23,25時,22,22,0,0,0,0,0,0,22,0,0,22,22,0,0,0,0,0,0,22,0,0,22
2024-10-23,25時半,22,22,0,0,0,0,0,0,22,0,0,22,22,0,0,0,0,0,0,22,0,0,22
2024-10-23,26時,22,22,0,0,0,0,0,0,22,0,0,22,22,0,0,0,0,0,0,22,0,0,22
2024-10-23,26時半,22,22,0,0,0,0,0,0,22,0,0,22,22,0,0,0,0,0,0,22,0,0,22
2024-10-23,27時,44,22,22,0,0,0,0,22,22,0,0,44,22,22,0,0,0,0,22,22,0,0,44
2024-10-23,27時半,44,22,22,0,0,0,0,22,22,0,0,44,22,22,0,0,0,0,22,22,0,0,44
2024-10-23,28時,108,22,86,0,0,64,0,22,22,0,0,108,22,86,0,0,64,0,22,22,0,0,108
2024-10-23,28時半,44,22,22,0,0,0,0,22,22,0,0,44,22,22,0,0,0,0,22,22,0,0,44
2024-10-24,5時,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,5時半,32,32,0,0,0,0,32,0,0,0,0,32,32,0,0,0,0,32,0,0,0,0,32
2024-10-24,6時,86,86,0,0,0,54,32,0,0,0,0,86,86,0,0,0,54,32,0,0,0,0,86
2024-10-24,6時半,32,32,0,0,0,0,32,0,0,0,0,32,32,0,0,0,0,32,0,0,0,0,32
2024-10-24,7時,169,169,0,0,0,103,66,0,0,0,0,169,169,0,0,0,103,66,0,0,0,0,169
2024-10-24,7時半,171,171,0,0,0,103,32,36,0,0,36,135,171,0,0,0,103,32,36,0,0,36,135
2024-10-24,8時,112,112,0,0,0,50,25,36,0,0,36,76,112,0,0,0,50,25,36,0,0,36,76
2024-10-24,8時半,272,76,196,196,0,50,25,0,0,0,0,272,76,196,196,0,50,25,0,0,0,0,272
2024-10-24,9時,300,104,196,196,0,50,25,28,0,0,0,300,104,196,196,0,50,25,28,0,0,0,300
2024-10-24,9時半,383,125,258,196,0,163,0,24,0,0,51,332,125,258,196,0,163,0,24,0,0,51,332
2024-10-24,10時,346,51,295,196,0,112,36,0,0,0,51,295,51,295,196,0,112,36,0,0,0,51,295
2024-10-24,10時半,368,135,233,196,62,72,36,0,0,0,51,318,135,233,196,62,72,36,0,0,0,51,318
2024-10-24,11時,445,212,233,196,119,72,57,0,0,0,51,395,212,233,196,119,72,57,0,0,0,51,395
2024-10-24,11時半,540,271,269,196,119,97,93,0,33,0,51,489,271,269,196,119,97,93,0,33,0,51,489
2024-10-24,12時,490,257,233,196,79,97,93,23,0,79,74,336,257,233,196,79,97,93,23,0,79,74,336
2024-10-24,12時半,650,417,233,196,200,81,148,23,0,79,145,425,417,233,196,200,81,148,23,0,79,145,425
2024-10-24,13時,597,368,229,196,200,29,144,25,0,79,71,447,368,229,196,200,29,144,25,0,79,71,447
2024-10-24,13時半,538,386,152,216,150,0,171,0,0,79,71,388,386,152,216,150,0,171,0,0,79,71,388
2024-10-24,14時,494,340,154,216,150,48,54,24,0,79,71,344,340,154,216,150,48,54,24,0,79,71,344
2024-10-24,14時半,439,320,119,216,150,48,0,24,0,79,71,289,320,119,216,150,48,0,24,0,79,71,289
2024-10-24,15時,300,181,119,119,150,0,30,0,0,79,71,150,181,119,119,150,0,30,0,0,79,71,150
2024-10-24,15時半,316,197,119,119,150,46,0,0,0,79,117,119,197,119,119,150,46,0,0,0,79,117,119
2024-10-24,16時,348,229,119,119,150,54,24,0,0,79,71,199,229,119,119,150,54,24,0,0,79,71,199
2024-10-24,16時半,365,205,160,119,150,54,40,0,0,79,71,215,205,160,119,150,54,40,0,0,79,71,215
2024-10-24,17時,400,240,160,119,150,54,75,0,0,79,71,250,240,160,119,150,54,75,0,0,79,71,250
2024-10-24,17時半,324,205,119,119,150,54,0,0,0,79,71,174,205,119,119,150,54,0,0,0,79,71,174
2024-10-24,18時,331,212,119,119,150,0,61,0,0,79,98,154,212,119,119,150,0,61,0,0,79,98,154
2024-10-24,18時半,230,111,119,119,79,0,32,0,0,79,0,152,111,119,119,79,0,32,0,0,79,0,152
2024-10-24,19時,111,111,0,0,79,0,32,0,0,79,0,32,111,0,0,79,0,32,0,0,79,0,32
2024-10-24,19時半,111,111,0,0,79,0,32,0,0,79,0,32,111,0,0,79,0,32,0,0,79,0,32
2024-10-24,20時,228,228,0,0,145,50,32,0,0,79,0,148,228,0,0,145,50,32,0,0,79,0,148
2024-10-24,20時半,204,204,0,0,145,0,58,0,0,79,0,124,204,0,0,145,0,58,0,0,79,0,124
2024-10-24,21時,79,79,0,0,79,0,0,0,0,79,0,0,79,0,0,79,0,0,0,0,79,0,0
2024-10-24,21時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,22時,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,22時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,23時,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,23時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,24時,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,24時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,25時,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,25時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,26時,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,26時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,27時,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,27時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,28時,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,28時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,5時,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,5時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,6時,22,22,0,0,0,0,0,22,0,0,0,22,22,0,0,0,0,0,22,0,0,0,22
2024-10-25,6時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,7時,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,7時半,51,51,0,0,0,51,0,0,0,0,0,51,51,0,0,0,51,0,0,0,0,0,51
2024-10-25,8時,51,51,0,0,0,51,0,0,0,0,0,51,51,0,0,0,51,0,0,0,0,0,51
2024-10-25,8時半,29,29,0,0,0,0,29,0,0,0,0,29,29,0,0,0,0,29,0,0,0,0,29
2024-10-25,9時,255,255,0,225,0,0,29,0,0,0,0,255,255,0,225,0,0,29,0,0,0,0,255
2024-10-25,9時半,218,218,0,0,63,101,0,53,0,0,0,218,218,0,0,63,101,0,53,0,0,0,218
2024-10-25,10時,218,218,0,0,109,55,27,26,0,0,0,218,218,0,0,109,55,27,26,0,0,0,218
2024-10-25,10時半,201,201,0,0,63,55,57,26,0,0,0,201,201,0,0,63,55,57,26,0,0,0,201
2024-10-25,11時,287,287,0,169,63,55,0,0,0,0,0,287,287,0,169,63,55,0,0,0,0,0,287
2024-10-25,11時半,725,486,239,381,128,105,57,53,0,0,242,483,486,239,381,128,105,57,53,0,0,242,483
2024-10-25,12時,702,490,212,381,128,139,27,25,0,0,212,490,490,212,381,128,139,27,25,0,0,212,490
2024-10-25,12時半,467,255,212,212,138,89,27,0,0,0,212,255,255,212,212,138,89,27,0,0,0,212,255
2024-10-25,13時,433,221,212,212,138,55,27,0,0,0,212,221,221,212,212,138,55,27,0,0,0,212,221
2024-10-25,13時半,420,208,212,212,138,0,0,69,0,0,212,208,208,212,212,138,0,0,69,0,0,212,208
2024-10-25,14時,281,69,212,212,0,0,0,69,0,0,212,69,69,212,212,0,0,0,69,0,0,212,69
2024-10-25,14時半,459,247,212,212,58,45,41,69,31,0,212,247,247,212,212,58,45,41,69,31,0,212,247
2024-10-25,15時,399,187,212,212,58,47,41,39,0,0,212,187,187,212,212,58,47,41,39,0,0,212,187
2024-10-25,15時半,270,58,212,212,58,0,0,0,0,0,212,58,58,212,212,58,0,0,0,0,0,212,58
2024-10-25,16時,270,58,212,212,58,0,0,0,0,0,212,58,58,212,212,58,0,0,0,0,0,212,58
2024-10-25,16時半,240,28,212,212,0,0,28,0,0,0,212,28,28,212,212,0,0,28,0,0,0,212,28
2024-10-25,17時,49,49,0,0,0,49,0,0,0,0,0,49,49,0,0,0,49,0,0,0,0,0,49
2024-10-25,17時半,155,155,0,0,0,155,0,0,0,0,0,155,155,0,0,0,155,0,0,0,0,0,155
2024-10-25,18時,296,179,117,0,117,149,0,0,30,0,0,296,179,117,0,117,149,0,0,30,0,0,296
2024-10-25,18時半,231,231,0,0,63,167,0,0,0,0,0,231,231,0,0,63,167,0,0,0,0,0,231
2024-10-25,19時,230,230,0,0,63,99,34,31,0,0,0,230,230,0,0,63,99,34,31,0,0,0,230
2024-10-25,19時半,98,98,0,0,63,0,34,0,0,0,0,98,98,0,0,63,0,34,0,0,0,0,98
2024-10-25,20時,93,93,0,0,0,58,34,0,0,0,0,93,93,0,0,0,58,34,0,0,0,0,93
2024-10-25,20時半,125,125,0,0,0,58,66,0,0,0,0,125,125,0,0,0,58,66,0,0,0,0,125
2024-10-25,21時,298,298,0,172,0,58,66,0,0,0,0,298,298,0,172,0,58,66,0,0,0,0,298
2024-10-25,21時半,440,298,142,172,142,58,66,0,0,142,0,298,298,142,172,142,58,66,0,0,142,0,298
2024-10-25,22時,266,266,0,172,0,58,34,0,0,0,0,266,266,0,172,0,58,34,0,0,0,0,266
2024-10-25,22時半,34,34,0,0,0,0,34,0,0,0,0,34,34,0,0,0,0,34,0,0,0,0,34
2024-10-25,23時,34,34,0,0,0,0,34,0,0,0,0,34,34,0,0,0,0,34,0,0,0,0,34
2024-10-25,23時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,24時,85,85,0,0,0,60,0,25,0,0,0,85,85,0,0,0,60,0,25,0,0,0,85
2024-10-25,24時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,25時,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,25時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,26時,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,26時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,27時,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,27時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,28時,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,28時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-26,5時,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-26,5時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-26,6時,54,54,0,0,0,31,0,22,0,0,0,54,54,0,0,0,31,0,22,0,0,0,54
2024-10-26,6時半,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-26,7時,24,0,24,0,0,0,24,0,0,0,0,24,0,24,0,0,0,24,0,0,0,0,24
2024-10-26,7時半,24,0,24,0,0,0,24,0,0,0,0,24,0,24,0,0,0,24,0,0,0,0,24
2024-10-26,8時,24,0,24,0,0,0,24,0,0,0,0,24,0,24,0,0,0,24,0,0,0,0,24
2024-10-26,8時半,24,0,24,0,0,0,24,0,0,0,0,24,0,24,0,0,0,24,0,0,0,0,24
2024-10-26,9時,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-26,9時半,324,112,212,212,66,46,0,0,0,0,212,112,112,212,212,66,46,0,0,0,0,212,112
2024-10-26,10時,212,0,212,212,0,0,0,0,0,0,212,0,0,212,212,0,0,0,0,0,0,212,0
2024-10-26,10時半,366,60,306,212,94,60,0,0,0,0,212,154,60,306,212,94,60,0,0,0,0,212,154
2024-10-26,11時,306,0,306,212,94,0,0,0,0,0,212,94,0,306,212,94,0,0,0,0,0,212,94
2024-10-26,11時半,286,0,286,286,0,0,0,0,0,0,212,74,0,286,286,0,0,0,0,0,0,212,74
2024-10-26,12時,238,0,238,212,0,0,26,0,0,0,212,26,0,238,212,0,0,26,0,0,0,212,26
2024-10-26,12時半,212,0,212,212,0,0,0,0,0,0,212,0,0,212,212,0,0,0,0,0,0,212,0
2024-10-26,13時,446,0,446,212,234,0,0,0,0,0,212,234,0,446,212,234,0,0,0,0,0,212,234
2024-10-26,13時半,633,0,633,399,234,0,0,0,0,0,212,421,0,633,399,234,0,0,0,0,0,212,421
2024-10-26,14時,706,73,633,399,284,0,0,23,0,0,212,495,73,633,399,284,0,0,23,0,0,212,495
2024-10-26,14時半,614,130,484,212,341,0,37,23,0,0,212,402,130,484,212,341,0,37,23,0,0,212,402
2024-10-26,15時,539,55,484,212,234,0,69,23,0,0,243,295,55,484,212,234,0,69,23,0,0,243,295
2024-10-26,15時半,576,92,484,212,234,37,69,23,0,0,243,332,92,484,212,234,37,69,23,0,0,243,332
2024-10-26,16時,413,141,272,0,284,37,69,23,0,0,31,382,141,272,0,284,37,69,23,0,0,31,382
2024-10-26,16時半,462,117,345,0,308,59,61,33,0,0,0,463,117,345,0,308,59,61,33,0,0,0,463
2024-10-26,17時,438,93,345,0,308,59,37,33,0,0,0,439,93,345,0,308,59,37,33,0,0,0,439
2024-10-26,17時半,666,184,482,0,373,139,133,21,0,0,0,667,184,482,0,373,139,133,21,0,0,0,667
2024-10-26,18時,627,250,377,0,373,139,93,21,0,0,0,628,250,377,0,373,139,93,21,0,0,0,628
2024-10-26,18時半,592,184,408,0,308,139,93,21,30,0,0,593,184,408,0,308,139,93,21,30,0,0,593
2024-10-26,19時,512,208,304,0,234,139,93,45,0,0,0,513,208,304,0,234,139,93,45,0,0,0,513
2024-10-26,19時半,488,184,304,0,234,139,69,45,0,0,0,489,184,304,0,234,139,69,45,0,0,0,489
2024-10-26,20時,488,184,304,0,234,139,69,45,0,0,0,489,184,304,0,234,139,69,45,0,0,0,489
2024-10-26,20時半,383,79,304,0,234,79,69,0,0,0,0,383,79,304,0,234,79,69,0,0,0,0,383
2024-10-26,21時,348,79,269,199,0,79,69,0,0,0,0,348,79,269,199,0,79,69,0,0,0,0,348
2024-10-26,21時半,437,79,358,199,89,79,69,0,0,0,0,437,79,358,199,89,79,69,0,0,0,0,437
2024-10-26,22時,234,35,199,0,89,76,69,0,0,0,0,235,35,199,0,89,76,69,0,0,0,0,235
2024-10-26,22時半,234,35,199,0,89,76,69,0,0,0,0,235,35,199,0,89,76,69,0,0,0,0,235
2024-10-26,23時,425,70,355,225,89,76,34,0,0,0,0,425,70,355,225,89,76,34,0,0,0,0,425
2024-10-26,23時半,390,35,355,225,89,76,0,0,0,0,0,391,35,355,225,89,76,0,0,0,0,0,391
2024-10-26,24時,423,0,423,225,157,40,0,0,0,0,0,423,0,423,225,157,40,0,0,0,0,0,423
2024-10-26,24時半,423,0,423,225,157,40,0,0,0,0,0,423,0,423,225,157,40,0,0,0,0,0,423
2024-10-26,25時,423,0,423,225,157,40,0,0,0,0,0,423,0,423,225,157,40,0,0,0,0,0,423
2024-10-26,25時半,423,0,423,225,157,40,0,0,0,0,0,423,0,423,225,157,40,0,0,0,0,0,423
2024-10-26,26時,423,0,423,225,157,40,0,0,0,0,0,423,0,423,225,157,40,0,0,0,0,0,423
2024-10-26,26時半,423,0,423,225,157,40,0,0,0,0,0,423,0,423,225,157,40,0,0,0,0,0,423
2024-10-26,27時,423,0,423,225,157,40,0,0,0,0,0,423,0,423,225,157,40,0,0,0,0,0,423
2024-10-26,27時半,423,0,423,225,157,40,0,0,0,0,0,423,0,423,225,157,40,0,0,0,0,0,423
2024-10-26,28時,423,0,423,225,157,40,0,0,0,0,0,423,0,423,225,157,40,0,0,0,0,0,423
2024-10-26,28時半,423,0,423,225,157,40,0,0,0,0,0,423,0,423,225,157,40,0,0,0,0,0,423
2024-10-27,5時,384,70,314,225,29,93,0,36,0,0,0,384,70,314,225,29,93,0,36,0,0,0,384
2024-10-27,5時半,183,41,142,0,54,93,0,36,0,0,0,183,41,142,0,54,93,0,36,0,0,0,183
2024-10-27,6時,207,41,166,0,77,93,0,36,0,0,0,207,41,166,0,77,93,0,36,0,0,0,207
2024-10-27,6時半,522,41,481,135,226,93,0,67,0,0,31,491,41,481,135,226,93,0,67,0,0,31,491
2024-10-27,7時,240,65,175,0,56,93,0,91,0,0,31,209,65,175,0,56,93,0,91,0,0,31,209
2024-10-27,7時半,228,41,187,0,68,93,0,67,0,0,31,197,41,187,0,68,93,0,67,0,0,31,197
2024-10-27,8時,456,138,318,97,154,137,0,67,0,0,31,426,138,318,97,154,137,0,67,0,0,31,426
2024-10-27,8時半,461,97,364,97,244,51,0,67,0,0,31,430,97,364,97,244,51,0,67,0,0,31,430
2024-10-27,9時,786,214,572,289,318,51,28,67,30,0,31,755,214,572,289,318,51,28,67,30,0,31,755
2024-10-27,9時半,588,154,434,97,351,51,26,31,30,0,31,557,154,434,97,351,51,26,31,30,0,31,557
2024-10-27,10時,341,111,230,111,74,124,0,31,0,0,31,310,111,230,111,74,124,0,31,0,0,31,310
2024-10-27,10時半,394,0,394,164,74,124,0,31,0,0,31,363,0,394,164,74,124,0,31,0,0,31,363
2024-10-27,11時,320,0,320,199,0,51,0,31,37,0,31,289,0,320,199,0,51,0,31,37,0,31,289
2024-10-27,11時半,181,30,151,0,0,119,30,31,0,0,31,150,30,151,0,0,119,30,31,0,0,31,150
2024-10-27,12時,95,0,95,0,0,63,0,31,0,0,31,63,0,95,0,0,63,0,31,0,0,31,63
2024-10-27,12時半,274,51,223,0,0,243,0,31,0,0,31,243,51,223,0,0,243,0,31,0,0,31,243
2024-10-27,13時,286,0,286,0,139,114,0,31,0,0,31,254,0,286,0,139,114,0,31,0,0,31,254
2024-10-27,13時半,278,0,278,0,132,114,0,31,0,0,31,247,0,278,0,132,114,0,31,0,0,31,247
2024-10-27,14時,226,29,197,0,162,0,33,31,0,0,31,195,29,197,0,162,0,33,31,0,0,31,195
2024-10-27,14時半,148,29,119,0,29,119,0,0,0,0,0,148,29,119,0,29,119,0,0,0,0,0,148
2024-10-27,15時,199,85,114,0,29,68,46,25,30,0,0,199,85,114,0,29,68,46,25,30,0,0,199
2024-10-27,15時半,445,29,416,199,120,0,86,0,39,0,0,445,29,416,199,120,0,86,0,39,0,0,445
2024-10-27,16時,605,29,576,199,284,75,46,0,0,0,0,606,29,576,199,284,75,46,0,0,0,0,606
2024-10-27,16時半,479,60,419,199,127,75,77,0,0,0,0,480,60,419,199,127,75,77,0,0,0,0,480
2024-10-27,17時,645,60,585,199,241,129,77,0,0,0,0,646,60,585,199,241,129,77,0,0,0,0,646
2024-10-27,17時半,735,60,675,199,384,75,77,0,0,0,0,736,60,675,199,384,75,77,0,0,0,0,736
2024-10-27,18時,891,30,861,431,354,75,30,0,0,231,0,660,30,861,431,354,75,30,0,0,231,0,660
2024-10-27,18時半,629,0,629,199,354,75,0,0,0,0,0,629,0,629,199,354,75,0,0,0,0,0,629
2024-10-27,19時,553,0,553,199,354,0,0,0,0,0,0,553,0,553,199,354,0,0,0,0,0,0,553
2024-10-27,19時半,455,0,455,199,256,0,0,0,0,0,0,455,0,455,199,256,0,0,0,0,0,0,455
2024-10-27,20時,540,41,499,156,342,41,0,0,0,0,0,540,41,499,156,342,41,0,0,0,0,0,540
2024-10-27,20時半,331,41,290,156,134,41,0,0,0,0,0,332,41,290,156,134,41,0,0,0,0,0,332
2024-10-27,21時,89,41,48,0,48,41,0,0,0,0,0,89,41,48,0,48,41,0,0,0,0,0,89
2024-10-27,21時半,41,41,0,0,0,41,0,0,0,0,0,41,41,0,0,0,41,0,0,0,0,0,41
2024-10-27,22時,70,70,0,0,29,41,0,0,0,0,0,70,70,0,0,29,41,0,0,0,0,0,70
2024-10-27,22時半,70,70,0,0,29,41,0,0,0,0,0,70,70,0,0,29,41,0,0,0,0,0,70
2024-10-27,23時,70,70,0,0,29,41,0,0,0,0,0,70,70,0,0,29,41,0,0,0,0,0,70
2024-10-27,23時半,70,70,0,0,29,41,0,0,0,0,0,70,70,0,0,29,41,0,0,0,0,0,70
2024-10-27,24時,70,70,0,0,29,41,0,0,0,0,0,70,70,0,0,29,41,0,0,0,0,0,70
2024-10-27,24時半,158,70,88,0,29,93,0,36,0,0,0,159,70,88,0,29,93,0,36,0,0,0,159
2024-10-27,25時,158,70,88,0,29,93,0,36,0,0,0,159,70,88,0,29,93,0,36,0,0,0,159
2024-10-27,25時半,251,70,181,0,122,93,0,36,0,0,0,252,70,181,0,122,93,0,36,0,0,0,252
2024-10-27,26時,251,70,181,0,122,93,0,36,0,0,0,252,70,181,0,122,93,0,36,0,0,0,252
2024-10-27,26時半,251,70,181,0,122,93,0,36,0,0,0,252,70,181,0,122,93,0,36,0,0,0,252
2024-10-27,27時,251,70,181,0,122,93,0,36,0,0,0,252,70,181,0,122,93,0,36,0,0,0,252
2024-10-27,27時半,251,70,181,0,122,93,0,36,0,0,0,252,70,181,0,122,93,0,36,0,0,0,252
2024-10-27,28時,158,70,88,0,29,93,0,36,0,0,0,159,70,88,0,29,93,0,36,0,0,0,159
2024-10-27,28時半,158,70,88,0,29,93,0,36,0,0,0,159,70,88,0,29,93,0,36,0,0,0,159
2024-10-28,5時,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-28,5時半,31,0,31,0,0,0,0,31,0,0,31,0,0,31,0,0,0,0,31,0,0,31,0
2024-10-28,6時,31,0,31,0,0,0,0,31,0,0,31,0,0,31,0,0,0,0,31,0,0,31,0
2024-10-28,6時半,31,0,31,0,0,0,0,31,0,0,31,0,0,31,0,0,0,0,31,0,0,31,0
2024-10-28,7時,59,28,31,0,0,0,0,59,0,0,31,28,28,31,0,0,0,0,59,0,0,31,28
2024-10-28,7時半,83,52,31,0,0,52,0,31,0,0,31,52,52,31,0,0,52,0,31,0,0,31,52
2024-10-28,8時,31,0,31,0,0,0,0,31,0,0,31,0,0,31,0,0,0,0,31,0,0,31,0
2024-10-28,8時半,31,0,31,0,0,0,0,31,0,0,31,0,0,31,0,0,0,0,31,0,0,31,0
2024-10-28,9時,77,46,31,0,0,46,0,31,0,0,78,0,46,31,0,0,46,0,31,0,0,78,0
2024-10-28,9時半,64,33,31,0,0,0,0,31,33,0,64,0,33,31,0,0,0,0,31,33,0,64,0
2024-10-28,10時,65,0,65,0,0,0,0,65,0,0,31,34,0,65,0,0,0,0,65,0,0,31,34
2024-10-28,10時半,65,0,65,0,0,0,0,65,0,0,31,34,0,65,0,0,0,0,65,0,0,31,34
2024-10-28,11時,65,0,65,0,0,0,0,65,0,0,31,34,0,65,0,0,0,0,65,0,0,31,34
2024-10-28,11時半,102,71,31,0,0,51,20,31,0,0,82,20,71,31,0,0,51,20,31,0,0,82,20
2024-10-28,12時,102,71,31,0,0,51,20,31,0,0,82,20,71,31,0,0,51,20,31,0,0,82,20
2024-10-28,12時半,286,43,243,212,0,0,43,31,0,0,243,43,43,243,212,0,0,43,31,0,0,243,43
2024-10-28,13時,419,176,243,323,0,0,64,31,0,0,264,155,176,243,323,0,0,64,31,0,0,264,155
2024-10-28,13時半,388,176,212,323,0,0,64,0,0,0,232,155,176,212,323,0,0,64,0,0,0,232,155
2024-10-28,14時,362,150,212,323,0,0,20,18,0,0,212,150,150,212,323,0,0,20,18,0,0,212,150
2024-10-28,14時半,475,263,212,436,0,0,20,18,0,0,212,263,263,212,436,0,0,20,18,0,0,212,263
2024-10-28,15時,457,245,212,436,0,0,20,0,0,0,212,245,245,212,436,0,0,20,0,0,0,212,245
2024-10-28,15時半,351,139,212,323,0,27,0,0,0,0,212,139,139,212,323,0,27,0,0,0,0,212,139
2024-10-28,16時,396,184,212,323,0,72,0,0,0,0,212,184,184,212,323,0,72,0,0,0,0,212,184
2024-10-28,16時半,742,184,558,596,73,72,0,0,0,0,0,742,184,558,596,73,72,0,0,0,0,0,742
